total_patients,avg_waiting_time,median_waiting_time,max_waiting_time,avg_los,median_los,target_compliance,level_1_count,level_1_avg_wait,level_1_median_wait,level_1_max_wait,level_1_target_compliance,level_2_count,level_2_avg_wait,level_2_median_wait,level_2_max_wait,level_2_target_compliance,level_3_count,level_3_avg_wait,level_3_median_wait,level_3_max_wait,level_3_target_compliance,level_4_count,level_4_avg_wait,level_4_median_wait,level_4_max_wait,level_4_target_compliance,level_5_count,level_5_avg_wait,level_5_median_wait,level_5_max_wait,level_5_target_compliance,strategy,seed,replication
41,47.49105046491641,27.41079517776859,178.0805291151004,73.35756222821767,59.06772692862445,58.536585365853654,5,16.591064363161824,16.71862170826381,25.50938516909423,0.0,11,19.044650428938564,9.818361496029922,53.36122268510553,72.72727272727273,20,45.963546405898924,32.64320455503064,100.47302473857127,70.0,5,147.08313288189225,162.99787946299787,178.0805291151004,40.0,0,0.0,0.0,0.0,0.0,Priority Strict,65,24
45,39.82149359704481,23.5632687427439,367.32676289989547,64.2727998004835,53.74951547956347,66.66666666666666,4,6.989833869523856,5.138851274850907,13.309039332471087,0.0,13,14.64642320062395,15.380436321357934,24.33859745831103,46.15384615384615,26,34.76604490566419,35.99820196033954,61.29523815948198,92.3076923076923,2,334.8436036167703,334.8436036167703,367.32676289989547,0.0,0,0.0,0.0,0.0,0.0,Priority Strict,66,25
49,68.90077019938991,17.620577286637797,223.14417118156598,90.52988334668237,44.839487930149346,55.10204081632652,3,11.554757142719936,9.80908298928216,15.489945672287732,0.0,11,12.719166895884156,12.412446428003221,28.830699553350257,63.63636363636363,20,15.872731223578128,14.230933958600623,44.17900411963528,100.0,15,192.27386720104386,190.33781903369726,223.14417118156598,0.0,0,0.0,0.0,0.0,0.0,Priority Strict,67,26
42,32.53195756148026,20.821532435389905,93.53311395801214,56.02264710975845,47.56039033157121,66.66666666666666,2,12.052668892495113,12.052668892495113,20.849743851145718,0.0,8,18.168524168293075,20.826647467905815,26.198051049963397,37.5,27,32.47394436607602,18.83423316172366,78.7443481279173,74.07407407407408,5,64.01843771335669,77.44990367441244,93.53311395801214,100.0,0,0.0,0.0,0.0,0.0,Priority Strict,68,27
57,42.1608370523901,22.492410024579392,184.30372355793702,62.01915049455662,47.91511397797066,75.43859649122807,4,11.312273326718824,11.800196134802661,15.932895713217818,0.0,11,11.850324879080063,8.347642937394184,25.96020088377597,72.72727272727273,14,23.205637224933355,11.860636589031387,65.51650851385688,78.57142857142857,26,71.66737452637402,60.73458650493089,184.30372355793702,84.61538461538461,2,19.667193087344103,19.667193087344103,26.519588802300234,100.0,Priority Strict,69,28
47,42.92753825637893,23.333428648499336,347.0624218820153,65.26509254676759,50.10144881931657,78.72340425531915,3,13.76066650471598,13.588989543115446,17.925717100198938,0.0,12,13.577982443034246,12.41718397794449,24.494784742569095,75.0,26,31.733563691809998,27.515412020423923,95.96798371951195,92.3076923076923,6,164.7173088720318,83.95142298981551,347.0624218820153,66.66666666666666,0,0.0,0.0,0.0,0.0,Priority Strict,70,29
45,36.80040943960685,17.897289526750868,136.44302575271945,60.88685932652319,46.94784447924832,57.77777777777777,7,11.787897283459236,10.075605285193205,21.367912482995308,0.0,14,12.695927411750557,12.680966621744858,23.76202186252884,71.42857142857143,21,53.29104552834433,28.220278347345683,136.44302575271945,61.904761904761905,3,92.21606797945167,95.01701023877474,105.35119617932324,100.0,0,0.0,0.0,0.0,0.0,Priority Strict,71,30
45,53.64645104451383,14.146070065484707,272.40538379060877,76.95385452401449,42.41949918108821,66.66666666666666,5,14.851413344408808,13.47203853819724,25.29190905580336,0.0,9,12.92941079011393,11.569961437489667,24.533923927904937,77.77777777777779,20,15.845825454484494,12.047895959784583,51.815542393511464,100.0,11,173.32291128003305,174.69628351024073,272.40538379060877,27.27272727272727,0,0.0,0.0,0.0,0.0,Priority + FIFO,42,1
51,15.183098926468732,11.401483176394322,47.76570202545673,35.25481346003039,31.483551136028836,90.19607843137256,3,6.545771368018326,3.6376995583845826,12.409519759340242,0.0,11,12.939688191389264,10.553979127573484,29.722745243318812,81.81818181818183,15,17.15763290238089,9.683479715748135,47.76570202545673,100.0,16,14.536229997154331,11.213593008730314,39.69644091395506,100.0,6,20.40333125839763,22.356271501335016,31.183932402855987,100.0,Priority + FIFO,43,2
46,38.87548418020641,15.72206650030813,148.76795550427187,63.61353474461593,49.37315503731125,56.52173913043478,3,15.824067340580475,10.100313728259948,27.756935531093916,0.0,13,15.535397940253972,14.311473967641064,34.69176473935738,61.53846153846154,22,43.50817066962139,48.25473692820786,92.56362244454988,50.0,8,72.70751778909768,92.08251280132082,148.76795550427187,87.5,0,0.0,0.0,0.0,0.0,Priority + FIFO,44,3
39,50.318404661850764,20.221455331671066,172.69861362693928,77.06534436492846,61.911831825396575,46.15384615384615,5,16.462597234194373,13.894492855418349,36.035082424489644,0.0,14,40.46883641704668,42.17325880922155,79.55980613268616,35.714285714285715,15,47.40768914042069,14.706420677013128,172.69861362693928,66.66666666666666,5,120.48514973924875,119.17157427366843,128.77195529366344,60.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,45,4
40,51.349406265295855,42.07722969363509,125.75281669142316,78.00285757386366,65.98304714597069,45.0,5,9.575315946629283,9.689696703054494,13.098419500392538,0.0,10,11.5525584577691,11.71318192125537,20.89101172945351,70.0,25,75.62296345203987,89.0725558684801,125.75281669142316,44.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,46,5
50,48.39961475931208,30.05839547656133,278.7133157839326,71.26186141732919,63.61638920003452,52.0,4,11.685159176536835,11.48234321646531,15.778074927802948,0.0,11,28.705320886972537,17.07835047459716,66.93477909738874,36.36363636363637,27,47.44805883411899,44.18644419370048,118.50254525751546,59.25925925925925,7,109.57064447937253,60.12974884041927,278.7133157839326,71.42857142857143,1,9.389471625938228,9.389471625938228,9.389471625938228,100.0,Priority + FIFO,47,6
44,43.652139716139,19.510126482509193,319.3392707251533,69.32326260299267,49.054578265272994,75.0,2,8.536867064045992,8.536867064045992,9.02442733180743,0.0,14,11.407597875485513,9.767158454087024,24.846061999270916,71.42857142857143,25,31.88337394381404,31.783140592463468,65.49294151346038,92.0,3,315.60989817662534,319.13776487737096,319.3392707251533,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,48,7
46,71.89958240525735,25.408273940019278,355.78898871770525,96.31244766863065,56.47063635403797,26.08695652173913,6,12.219689457832699,12.05122129837406,18.92611014955382,0.0,12,22.958455582837434,20.842492924371797,50.752622425283775,16.666666666666664,23,62.530055936453515,77.671380255217,144.10383866999456,43.47826086956522,5,304.0739800724722,296.7019433725238,355.78898871770525,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,49,8
41,46.90663355424096,30.039189822927966,160.33916714364756,73.88747445429037,63.37699174284859,39.02439024390244,3,11.819485552483073,14.45991473177844,14.617124352205451,0.0,15,18.97667085679187,16.70599495489762,42.29103064464715,46.666666666666664,23,69.69841113976312,65.85887085823484,160.33916714364756,39.130434782608695,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,50,9
41,71.993826452327,14.312992324984975,332.20757095944685,98.0907057025954,50.0171940620578,51.21951219512195,3,9.010749073526938,8.660041774239517,12.329741589081948,0.0,17,11.2305282495506,11.424004960367284,33.60273180989388,88.23529411764706,15,59.13934357232669,67.39609574924276,109.40975826531238,40.0,6,307.78425058292754,303.79380455866635,332.20757095944685,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,51,10
48,54.17122806095935,19.694672467727003,203.90980343606034,74.46897379397949,44.65232445880548,66.66666666666666,2,14.203904947821016,14.203904947821016,16.76490002062812,0.0,11,12.45524672620192,13.554197129636748,25.396887047458364,72.72727272727273,24,23.03524439366311,19.35415737450988,51.02542613768898,100.0,11,171.0870506903883,174.31640702726003,203.90980343606034,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,52,11
44,43.14467834066857,17.91044265280351,173.93716484873585,68.55677569322953,55.24085241380973,47.72727272727273,6,20.455649294009316,20.352321329426942,34.57876532088372,0.0,14,34.01669651513847,19.200827651807884,81.7594647061224,42.857142857142854,13,95.44656806152328,126.38649845833046,173.93716484873585,30.76923076923077,6,5.085931874914415,5.054852836309408,6.965597922946898,100.0,5,5.615444792826719,6.129477791029828,6.9903113926175,100.0,Priority + FIFO,53,12
52,65.47531267742036,28.79946534381571,274.2795914625261,87.64461624432138,54.77008810915892,53.84615384615385,7,8.77845619604029,7.775724946768094,12.694250507117374,0.0,13,15.626222628630902,14.877103637691775,39.18602564856138,53.84615384615385,21,34.22218868060894,39.171898483471864,68.30622507217981,95.23809523809523,11,220.13274630805338,262.9615642832364,274.2795914625261,9.090909090909092,0,0.0,0.0,0.0,0.0,Priority + FIFO,54,13
58,49.58228903459051,37.367019681769676,167.4680555784587,68.56467503541973,52.5134596356866,86.20689655172413,3,9.145221376127623,8.222617049843393,11.79197285045096,0.0,8,15.129709166098909,12.455198659002093,34.408262337084864,62.5,19,16.002235166603512,11.124639382735808,38.13021160823453,100.0,28,86.54489137084316,83.07149416357763,167.4680555784587,92.85714285714286,0,0.0,0.0,0.0,0.0,Priority + FIFO,55,14
54,40.85750685151725,12.151429927178356,222.36063108632445,61.64928608956874,36.090042292537134,83.33333333333334,2,9.582040510138398,9.582040510138398,10.195935242848918,0.0,3,9.97899849443138,8.845752256526907,13.121383835953623,100.0,32,13.625961532833838,11.081245556008355,35.31252090740804,100.0,15,112.16618986286467,111.44666285059304,222.36063108632445,53.333333333333336,2,19.340338242353724,19.340338242353724,31.713531817831665,100.0,Priority + FIFO,56,15
47,23.97709210141713,15.727179565300034,222.99841334953575,47.827982908970625,43.350049657957356,89.36170212765957,2,9.418489880809432,9.418489880809432,11.846781626208667,0.0,14,10.388320429623883,10.172361372125806,16.528348811847152,85.71428571428571,23,26.805215251689564,30.49237720217667,54.52342817332516,100.0,7,48.636723984621554,19.56920234754753,222.99841334953575,85.71428571428571,1,5.672844309041096,5.672844309041096,5.672844309041096,100.0,Priority + FIFO,57,16
48,35.76823745358172,15.626756394272107,200.31544676698837,58.0003513977286,48.36468928081193,85.41666666666666,1,21.148075394628563,21.148075394628563,21.148075394628563,0.0,15,10.03897845479344,9.113743689998273,16.48301763035994,80.0,21,28.590006652293265,33.3349825591599,60.47518361310614,95.23809523809523,10,93.97021388301513,98.74044362813628,200.31544676698837,80.0,1,5.050367027082444,5.050367027082444,5.050367027082444,100.0,Priority + FIFO,58,17
43,73.8000421412107,23.70857284603872,343.5841864162822,100.87232123710575,62.57868181072385,34.883720930232556,8,13.089494748862442,11.38573093755761,23.8345258893292,0.0,11,20.077439031981317,15.49300753764436,44.74371322258631,45.45454545454545,18,54.447105936919606,31.024785279302677,140.1332967625857,55.55555555555556,6,311.29768631080213,306.00193766313816,343.5841864162822,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,59,18
33,52.30955767138181,51.64161131374297,174.93130648111458,78.83818785425245,78.39356926867632,18.181818181818183,2,7.115812062208676,7.115812062208676,7.364404019528479,0.0,20,33.27886011954896,29.904053047692386,70.65030777328269,30.0,11,95.12787060365481,90.72165895279528,174.93130648111458,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,60,19
47,39.540652288072074,11.772768079555902,293.95724339551776,63.33326981844635,40.871934215652175,74.46808510638297,4,8.864825167801872,7.987239244104202,12.320484976397026,0.0,10,13.2442010706779,10.958997042125887,31.695554036488147,70.0,26,17.72650074881565,11.663922822837108,62.3260028844343,96.15384615384616,7,175.66004667031342,255.24741769877267,293.95724339551776,42.857142857142854,0,0.0,0.0,0.0,0.0,Priority + FIFO,61,20
54,37.51078362074075,16.319526991655025,174.82712752150005,58.226677040274886,44.63942515941905,77.77777777777779,3,9.51458337282808,8.971827793333546,12.084699225539566,0.0,13,15.7388414422111,13.094769140092922,34.6981131635668,61.53846153846154,17,19.612791883498943,11.490890251411471,76.4494642243522,88.23529411764706,21,69.47696022063286,66.11947163576271,174.82712752150005,90.47619047619048,0,0.0,0.0,0.0,0.0,Priority + FIFO,62,21
42,46.191822913916575,28.716144076920123,142.61028506770248,72.69651024767674,57.30107313800818,42.857142857142854,5,9.951236877175045,9.538175379615893,12.525093571260783,0.0,14,19.56031856011426,14.2459804032586,59.86033735787217,50.0,20,71.43522751344584,75.60168967165151,142.61028506770248,40.0,3,62.58378929603486,60.57203525243645,68.50660067748804,100.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,63,22
53,24.96402098177851,13.520287817039048,136.08237678233118,45.85672554783431,40.82140695945998,83.01886792452831,5,10.183055588929978,10.965126047294234,12.489461335704164,0.0,7,13.120874249299524,12.210000712172928,23.601694572096847,71.42857142857143,16,20.54454952295713,14.536846289253418,53.27088759159682,100.0,18,43.581668161957886,42.564888285601995,136.08237678233118,88.88888888888889,7,9.592699294565461,8.812509684692344,22.937798703218974,100.0,Priority + FIFO,64,23
41,47.49105046491641,27.41079517776859,178.0805291151004,73.35756222821767,59.06772692862445,58.536585365853654,5,16.591064363161824,16.71862170826381,25.50938516909423,0.0,11,19.044650428938564,9.818361496029922,53.36122268510553,72.72727272727273,20,45.963546405898924,32.64320455503064,100.47302473857127,70.0,5,147.08313288189225,162.99787946299787,178.0805291151004,40.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,65,24
45,39.82149359704481,23.5632687427439,367.32676289989547,64.2727998004835,53.74951547956347,66.66666666666666,4,6.989833869523856,5.138851274850907,13.309039332471087,0.0,13,14.64642320062395,15.380436321357934,24.33859745831103,46.15384615384615,26,34.76604490566419,35.99820196033954,61.29523815948198,92.3076923076923,2,334.8436036167703,334.8436036167703,367.32676289989547,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,66,25
49,68.90077019938991,17.620577286637797,223.14417118156598,90.52988334668237,44.839487930149346,55.10204081632652,3,11.554757142719936,9.80908298928216,15.489945672287732,0.0,11,12.719166895884156,12.412446428003221,28.830699553350257,63.63636363636363,20,15.872731223578128,14.230933958600623,44.17900411963528,100.0,15,192.27386720104386,190.33781903369726,223.14417118156598,0.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,67,26
42,32.53195756148026,20.821532435389905,93.53311395801214,56.02264710975845,47.56039033157121,66.66666666666666,2,12.052668892495113,12.052668892495113,20.849743851145718,0.0,8,18.168524168293075,20.826647467905815,26.198051049963397,37.5,27,32.47394436607602,18.83423316172366,78.7443481279173,74.07407407407408,5,64.01843771335669,77.44990367441244,93.53311395801214,100.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,68,27
57,42.1608370523901,22.492410024579392,184.30372355793702,62.01915049455662,47.91511397797066,75.43859649122807,4,11.312273326718824,11.800196134802661,15.932895713217818,0.0,11,11.850324879080063,8.347642937394184,25.96020088377597,72.72727272727273,14,23.205637224933355,11.860636589031387,65.51650851385688,78.57142857142857,26,71.66737452637402,60.73458650493089,184.30372355793702,84.61538461538461,2,19.667193087344103,19.667193087344103,26.519588802300234,100.0,Priority + FIFO,69,28
47,42.92753825637893,23.333428648499336,347.0624218820153,65.26509254676759,50.10144881931657,78.72340425531915,3,13.76066650471598,13.588989543115446,17.925717100198938,0.0,12,13.577982443034246,12.41718397794449,24.494784742569095,75.0,26,31.733563691809998,27.515412020423923,95.96798371951195,92.3076923076923,6,164.7173088720318,83.95142298981551,347.0624218820153,66.66666666666666,0,0.0,0.0,0.0,0.0,Priority + FIFO,70,29
45,36.80040943960685,17.897289526750868,136.44302575271945,60.88685932652319,46.94784447924832,57.77777777777777,7,11.787897283459236,10.075605285193205,21.367912482995308,0.0,14,12.695927411750557,12.680966621744858,23.76202186252884,71.42857142857143,21,53.29104552834433,28.220278347345683,136.44302575271945,61.904761904761905,3,92.21606797945167,95.01701023877474,105.35119617932324,100.0,0,0.0,0.0,0.0,0.0,Priority + FIFO,71,30
72,21.84631492721495,11.394414284307246,170.64244332654195,36.676423200564464,25.276822584866153,91.66666666666666,1,93.34266817945695,93.34266817945695,93.34266817945695,0.0,4,83.02734270755589,75.3751657217664,170.64244332654195,25.0,20,27.63358126473947,12.264194669745834,164.03642033745354,90.0,30,14.07997143559367,12.456008159860886,28.89717383336273,100.0,17,10.141874552188039,10.062351800470879,16.967518341190157,100.0,SJF (Shortest Job First),42,1
60,15.6233473170266,11.501499957773362,99.16830016103512,32.82141206237947,26.641185294365215,88.33333333333333,2,3.613897172357369,3.613897172357369,3.6376995583845826,0.0,8,28.82577993527226,13.493915177636019,99.16830016103512,50.0,13,17.433045911175274,10.886854013562868,61.49002146897078,92.3076923076923,27,13.11176915730846,11.732501662783818,43.984974320455706,100.0,10,11.891944110209613,11.958075443897357,19.972042268896928,100.0,SJF (Shortest Job First),43,2
74,21.35246697907,13.722495516310715,97.04756893430437,36.93698931408119,29.724185292582817,90.54054054054053,0,0.0,0.0,0.0,0.0,6,38.537754209641754,26.868212071791753,97.04756893430437,33.33333333333333,22,29.438868032398204,19.874753366356636,79.45522379824324,86.36363636363636,35,17.132492545175005,13.396749737747982,57.5676858860093,100.0,11,9.23306321813124,8.76926204828112,16.20149956016894,100.0,SJF (Shortest Job First),44,3
71,24.0410324189862,11.826656235651257,199.68901195671395,39.44415114737723,25.43075817095894,90.14084507042254,0,0.0,0.0,0.0,0.0,4,65.19251948688378,28.75184623415838,190.10617836871896,25.0,17,35.629847049510836,12.613905466714584,199.68901195671395,82.35294117647058,33,20.12412159147433,11.844556292777412,147.58601994702153,96.96969696969697,17,10.372930084714595,8.012319534879964,26.259192542921028,100.0,SJF (Shortest Job First),45,4
67,21.16709029733748,12.089228646733403,136.9770399814821,36.742592612495656,25.76995236307198,89.55223880597015,1,6.544758230577486,6.544758230577486,6.544758230577486,0.0,5,40.194085894412936,17.53209152590182,135.3197519523386,40.0,20,35.31485439650359,25.99190827140673,136.9770399814821,85.0,29,13.53211181166314,11.488799314702788,30.855501573032655,100.0,12,9.329294312555485,8.974362002288863,14.676999411082136,100.0,SJF (Shortest Job First),46,5
72,21.600552319279316,15.07784179358471,101.10846679758339,37.36218846514892,31.679559128215374,91.66666666666666,1,11.07311144373432,11.07311144373432,11.07311144373432,0.0,6,33.37631541497452,26.199962089248842,91.36109530723104,50.0,25,27.357053058919046,23.035704146974354,101.10846679758339,92.0,28,17.93396328562571,13.359658147149986,56.11643843827278,100.0,12,13.152622048669429,10.611858525055062,23.07709679987383,100.0,SJF (Shortest Job First),47,6
68,32.332615909141204,14.228568616769728,306.0817067416269,49.11546271313883,30.53765754646176,86.76470588235294,0,0.0,0.0,0.0,0.0,7,77.78230151177216,60.334418732214175,237.05252849207974,28.57142857142857,24,46.02060703029352,15.216968862489296,306.0817067416269,83.33333333333334,22,15.682015134560816,12.873106547120742,36.98495586023853,100.0,15,13.642857970120922,12.511651462570967,33.12101198126112,100.0,SJF (Shortest Job First),48,7
65,36.929985018148244,15.097217130150739,313.9638916625649,54.18615563778421,31.74933703939928,80.0,1,61.28321697385611,61.28321697385611,61.28321697385611,0.0,9,87.6278333876049,25.309862327498166,313.9638916625649,33.33333333333333,21,50.03093992146503,20.94162446773646,284.0999812431472,71.42857142857143,24,16.076392265219795,12.188538876248288,62.945384016376735,100.0,10,11.403215600129455,10.071714550222154,20.295960839916248,100.0,SJF (Shortest Job First),49,8
61,45.04850428939035,14.293477558390919,299.0633960423893,63.0610194632605,30.50073702707573,81.9672131147541,1,210.37105854526726,210.37105854526726,210.37105854526726,0.0,9,142.16125425705354,174.51221541529418,299.0633960423893,33.33333333333333,22,38.270679158788845,16.89684279525892,186.79645073027888,81.81818181818183,19,15.871180615823926,12.99231598903259,59.53863376177179,100.0,10,11.462904160005328,11.501367564562457,17.918236656133452,100.0,SJF (Shortest Job First),50,9
65,30.43124135467929,12.914756166678444,290.3492613206105,46.536265812352326,27.082830285472824,86.15384615384616,0,0.0,0.0,0.0,0.0,7,98.70721191235835,53.428252059352246,290.3492613206105,14.285714285714285,14,51.013372615944206,24.816066763794765,197.4450246671342,78.57142857142857,29,14.49949520493451,11.35415456850427,55.675296857808235,100.0,15,10.160508473421721,9.710963267040668,16.860023305477114,100.0,SJF (Shortest Job First),51,10
70,28.277246548168392,12.780966235400719,313.3330975392696,43.94228222552029,28.29581234383008,87.14285714285714,1,5.987878916364309,5.987878916364309,5.987878916364309,0.0,5,81.01490561551775,7.669431962794135,313.3330975392696,60.0,24,39.70950582446659,22.071508907521206,142.46043824590168,75.0,26,16.58295610464904,11.767461251312625,39.78473296416425,100.0,14,13.15427520498296,11.6063416482369,29.675418594421615,100.0,SJF (Shortest Job First),52,11
72,16.587065314951737,12.597982469556115,174.5319151460844,32.13744065055111,26.83997089009368,95.83333333333334,0,0.0,0.0,0.0,0.0,5,14.808801928252667,7.022883634735365,36.18267379956089,60.0,17,27.331249286385606,18.71356819586748,174.5319151460844,94.11764705882352,36,14.04091367588669,9.659446610345924,46.83900754733094,100.0,14,10.722897345341824,9.717834074227355,24.758553264252498,100.0,SJF (Shortest Job First),53,12
72,21.07629569826175,12.606157240611438,254.26079292033927,36.66564148950283,27.186266622772983,84.72222222222221,3,11.01548742375951,8.84700840258148,18.874956455456697,0.0,8,17.971223979122087,19.69323229773667,28.436838387128716,25.0,20,38.73352232574777,25.422842304723332,254.26079292033927,90.0,27,15.637815127206496,11.833191151043366,67.21156240886495,100.0,14,10.27039865864713,10.204040628132674,16.437543225004703,100.0,SJF (Shortest Job First),54,13
68,23.015088643674044,12.952313308037375,162.34674384315514,39.38649081311189,30.032686433871476,86.76470588235294,1,78.94747408248797,78.94747408248797,78.94747408248797,0.0,7,63.31409320840528,56.177137211370194,162.34674384315514,28.57142857142857,18,22.32414348062393,12.240520772347736,77.20923237325502,83.33333333333334,34,15.976043162583457,11.787633232796423,44.00946301706023,100.0,8,12.232481381180214,11.14159333145733,23.252407079031343,100.0,SJF (Shortest Job First),55,14
68,21.628853176756422,11.870710532745285,136.0850469285216,38.46815357670864,26.717800403400304,94.11764705882352,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30,34.26598630204057,19.641352355169346,136.0850469285216,86.66666666666667,26,12.136582344863816,9.344999253915915,68.10089080189695,100.0,12,10.602607165980057,11.176884412921176,15.393907374622984,100.0,SJF (Shortest Job First),56,15
68,19.12365568280375,9.78205981379898,169.1094660143942,35.94187572491422,26.304621984105893,88.23529411764706,0,0.0,0.0,0.0,0.0,8,51.709180132387964,33.715532164284994,169.1094660143942,12.5,21,21.571974696739694,11.552659349999601,145.50791397328607,95.23809523809523,27,12.36194593919321,9.427927222378855,36.63175572136089,100.0,12,8.329261365150073,8.325085568798116,13.97950600088015,100.0,SJF (Shortest Job First),57,16
72,21.775554307453334,11.456434769451448,155.7660074265688,37.210361945335414,26.87517292974715,87.5,0,0.0,0.0,0.0,0.0,5,26.787265587744677,24.790464403447572,74.66922916091596,40.0,22,35.07255249294058,12.464444829206101,155.7660074265688,72.72727272727273,26,16.157486396106492,11.308356194540067,60.54460366875645,100.0,19,12.748041108129215,10.915921853326523,32.13101057301111,100.0,SJF (Shortest Job First),58,17
65,26.00437419853868,11.088207292616602,233.57526211254898,43.167154618132756,26.18312864859699,83.07692307692308,3,164.9599483299701,201.22934443089466,233.57526211254898,0.0,6,40.68921609755852,31.09704807911524,117.22683113090622,16.666666666666664,16,31.883606963047765,24.35094220467178,125.47905503248019,81.25,28,10.788300322628421,8.185812364918064,55.82230650449634,100.0,12,11.588255073949375,8.167418871248223,43.42876039666481,100.0,SJF (Shortest Job First),59,18
70,22.77820309094505,13.269627593836915,158.8824669317328,38.207444377984864,28.693458763147106,91.42857142857143,0,0.0,0.0,0.0,0.0,7,54.21781835021704,36.05248523578959,158.8824669317328,42.857142857142854,16,26.39072339192463,21.024287134751233,87.67543580660083,87.5,31,19.432236850473497,13.143898618618323,104.78654040400497,100.0,16,11.893660704947603,12.180482407661458,22.48646287292395,100.0,SJF (Shortest Job First),60,19
65,18.08245788518109,15.878959561460377,65.7948654911363,36.142467630878215,32.81861152996146,89.23076923076924,0,0.0,0.0,0.0,0.0,9,24.530434824693863,26.682182652919778,46.82121388092642,33.33333333333333,27,20.127555814624817,16.04916505573226,65.7948654911363,96.29629629629629,21,14.950522456165427,15.88309002486244,41.83762289508846,100.0,8,12.147608817522759,12.359269546892094,17.745706736878248,100.0,SJF (Shortest Job First),61,20
65,29.49876239703834,17.475181136243066,145.66114593738,47.529243663595615,33.71827987310118,80.0,1,32.835659771771134,32.835659771771134,32.835659771771134,0.0,12,49.25595444972627,24.479499903535483,145.66114593738,25.0,17,36.77861472520363,28.392596512081923,128.10157442172266,82.35294117647058,27,21.353138289959368,14.150274162255357,96.94180922941032,100.0,8,11.467657310205118,11.72466207214422,17.661037521599724,100.0,SJF (Shortest Job First),62,21
68,38.11988119377703,14.388502379480087,297.62649236308135,55.31362886510547,29.29296618459577,80.88235294117648,2,89.28492038893975,89.28492038893975,150.18709261425673,0.0,7,123.06923684511723,110.369827374382,261.64462573918456,14.285714285714285,20,48.42465642308157,20.193266327373607,297.62649236308135,75.0,28,16.225235236378108,11.230709718993026,59.240208257946094,100.0,11,11.754337036629124,11.955201537931686,22.306600154745297,100.0,SJF (Shortest Job First),63,22
68,17.390483190858372,13.179863285991303,100.12983049575632,34.42211916117271,26.847000502307587,94.11764705882352,1,26.46148917486397,26.46148917486397,26.46148917486397,0.0,5,31.84271938398233,23.171188253797595,100.12983049575632,40.0,17,23.147693884137272,21.321859183402296,51.57058608208891,100.0,31,14.925175017944701,12.699295014083418,51.378576687035576,100.0,14,10.049039235498176,8.591508839730665,17.562639763876234,100.0,SJF (Shortest Job First),64,23
66,22.035535480295735,14.603817911698435,190.80349425218773,38.89471077836368,31.518495536935248,90.9090909090909,0,0.0,0.0,0.0,0.0,6,37.34798019534772,38.778946467627776,66.9995260427471,33.33333333333333,22,27.122408648982955,14.429200665172885,190.80349425218773,90.9090909090909,29,18.559069396045977,17.101499722584947,53.328938086991855,100.0,9,10.594606418274829,11.05938893843961,16.589106624080245,100.0,SJF (Shortest Job First),65,24
70,27.01643651099122,14.472697347994767,247.85096961516734,42.92406182032627,28.079388202106458,90.0,1,142.9788078605829,142.9788078605829,142.9788078605829,0.0,4,26.57165348814833,25.46098593503244,44.86912541732559,50.0,24,39.06333943504566,15.528554739340933,247.85096961516734,83.33333333333334,30,20.38399357462702,15.204249316528731,75.32369753905715,100.0,11,8.440470934209328,6.881535474132363,15.27303493874075,100.0,SJF (Shortest Job First),66,25
61,24.316314737672702,11.33847868636991,235.61359564514117,40.83542073154148,27.699086837977916,86.88524590163934,1,9.014229640825434,9.014229640825434,9.014229640825434,0.0,4,46.308138973636346,29.443280526078198,117.32910075942267,25.0,19,38.029255608551395,15.649935255051048,235.61359564514117,78.94736842105263,29,16.83071200677637,11.032774915077255,46.313439550091346,100.0,8,9.80023858795914,8.875503833949267,20.199972242281717,100.0,SJF (Shortest Job First),67,26
62,19.741108185478563,12.038277763871719,95.15083073085992,36.04970898950697,30.346475697650988,93.54838709677419,0,0.0,0.0,0.0,0.0,1,62.08859625702215,62.08859625702215,62.08859625702215,0.0,26,25.875931701312382,17.869543059782018,95.15083073085992,88.46153846153845,22,15.767365808159372,12.038277763871719,38.39640308612735,100.0,13,10.938756863770816,9.249018569742844,27.41300874728512,100.0,SJF (Shortest Job First),68,27
70,21.904994554307002,13.697534544636959,93.75022185690648,37.96780759313231,29.83581959342142,90.0,2,34.18680820912385,34.18680820912385,48.820818535131366,0.0,9,30.4896383339398,33.03080698839551,93.75022185690648,44.44444444444444,11,25.705436664836235,17.205940439004678,50.58220062831498,100.0,27,23.306717677779186,16.04935070390593,71.8546087749263,100.0,21,13.263241750692735,11.200790179743024,37.24499846770753,100.0,SJF (Shortest Job First),69,28
